candidate_id,source_generator,parent_mol_id,canonical_smiles,inchikey,valid_rdkit,unique_flag,novel_flag,mw,logp,tpsa,hbd,hba,rotatable_bonds,qed,sa_score,murcko_scaffold,max_ring_size,has_macrocycle_12_20,has_constrained_ring_8_11,passes_basic_filters,generation_notes,best_score,qed_admet,sa_score_admet,mw_admet,logp_admet,tpsa_admet,hbd_admet,hba_admet,rotatable_bonds_admet,lipinski_violations,veber_pass,admet_score,synthesis_score,safety_proxy_score,main_risk,pose_score,pose_decision,contacts_within_4A,hard_clashes_lt_1_8A,smiles,docking_score,diversity_cluster,docking_score_scaled,novelty_score,final_weighted_score,rank,decision,diverse_rank,selection_tier
CAND_c32c4f2b09,v5_3_model_guided_macrocycle,JAK2_2dc2722230,Fc1cc2cc(F)c1CN1CCOCC1COCC1(CCNCC1)n1cc(cn1)-c1cnc3cccc-2c3n1,IHUURJAMUAUACN-UHFFFAOYSA-N,True,True,True,532.595,3.7482,77.33,1,7,0,0.3698,4.664,c1cc2c3nc(cnc3c1)-c1cnn(c1)C1(CCNCC1)COCC1COCCN1Cc1ccc-2cc1,18,True,False,True,"v5_3_model_guided_anchor_pair=16-31;anchor_scores=0.691,0.079;linker_length=3;target_ring=17;linker_prob=0.539;chemotype=oxa",-10.7,0.3698,4.664,532.595,3.7482,77.33,1,7,0,1,True,0.61741,0.592889,1.0,1_lipinski_violations,0.5,,,,Fc1cc2cc(F)c1CN1CCOCC1COCC1(CCNCC1)n1cc(cn1)-c1cnc3cccc-2c3n1,-10.7,scaffold_27b29bb8,0.8372093023255812,1.0,0.730439,11,backup_candidate,11,backup_candidate
CAND_13947fed1a,v5_3_model_guided_macrocycle,JAK2_2dc2722230,Fc1cc2cc(F)c1CN1CCOC(CCCC3(CCNCC3)n3cc(cn3)-c3cnc4cccc-2c4n3)C1,XIUADRFISTYXLR-UHFFFAOYSA-N,True,True,True,530.623,4.9019,68.1,1,6,0,0.3489,4.903,c1cc2c3nc(cnc3c1)-c1cnn(c1)C1(CCCC3CN(CCO3)Cc3ccc-2cc3)CCNCC1,19,True,False,True,"v5_3_model_guided_anchor_pair=16-32;anchor_scores=0.691,0.079;linker_length=3;target_ring=18;linker_prob=0.496;chemotype=oxa_aza",-10.7,0.3489,4.903,530.623,4.9019,68.1,1,6,0,1,True,0.608005,0.566333,1.0,1_lipinski_violations,0.5,,,,Fc1cc2cc(F)c1CN1CCOC(CCCC3(CCNCC3)n3cc(cn3)-c3cnc4cccc-2c4n3)C1,-10.7,scaffold_8cf8770b,0.8372093023255812,1.0,0.724574,12,backup_candidate,12,backup_candidate
CAND_a8aa3f8065,v5_3_model_guided_macrocycle,JAK2_4424830aa8,CN1CCN2c3ccc(cc3)-c3cnc4cccc(c4n3)-c3cc(F)c(c(F)c3)CN3CCOCC3CNCC2C1,XSIKJHLRGSNBFX-UHFFFAOYSA-N,True,True,True,556.661,4.1664,56.76,1,7,0,0.3491,5.048,c1cc2c3nc(cnc3c1)-c1ccc(cc1)N1CCNCC1CNCC1COCCN1Cc1ccc-2cc1,20,True,False,True,"v5_3_model_guided_anchor_pair=3-24;anchor_scores=0.079,0.079;linker_length=3;target_ring=19;linker_prob=0.610;chemotype=aza",-10.7,0.3491,5.048,556.661,4.1664,56.76,1,7,0,1,True,0.608095,0.550222,1.0,1_lipinski_violations,0.5,,,,CN1CCN2c3ccc(cc3)-c3cnc4cccc(c4n3)-c3cc(F)c(c(F)c3)CN3CCOCC3CNCC2C1,-10.7,scaffold_719d1cd0,0.8372093023255812,1.0,0.722176,13,backup_candidate,13,backup_candidate
CAND_9f32e71b10,v5_3_model_guided_macrocycle,JAK2_2dc2722230,Fc1cc2cc(F)c1CN1CCOCC1CSCC1(CCNCC1)n1cc(cn1)-c1cnc3cccc-2c3n1,XOGPNLWCYTULDB-UHFFFAOYSA-N,True,True,True,548.663,4.4648,68.1,1,7,0,0.348,4.754,c1cc2c3nc(cnc3c1)-c1cnn(c1)C1(CCNCC1)CSCC1COCCN1Cc1ccc-2cc1,18,True,False,True,"v5_3_model_guided_anchor_pair=16-31;anchor_scores=0.691,0.079;linker_length=3;target_ring=17;linker_prob=0.539;chemotype=thioether",-10.6,0.348,4.754,548.663,4.4648,68.1,1,7,0,1,True,0.6076,0.582889,1.0,1_lipinski_violations,0.5,,,,Fc1cc2cc(F)c1CN1CCOCC1CSCC1(CCNCC1)n1cc(cn1)-c1cnc3cccc-2c3n1,-10.6,scaffold_146cc7f4,0.8139534883720929,1.0,0.718837,14,backup_candidate,14,backup_candidate
CAND_f01d409d4a,v5_3_model_guided_macrocycle,JAK2_2dc2722230,Fc1cc2cc(F)c1CN1CCOCC1CSCC1CNCCC1n1cc(cn1)-c1cnc3cccc-2c3n1,ITDKIPHIFDPKIE-UHFFFAOYSA-N,True,True,True,548.663,4.5367,68.1,1,7,0,0.3462,5.254,c1cc2c3nc(cnc3c1)-c1cnn(c1)C1CCNCC1CSCC1COCCN1Cc1ccc-2cc1,19,True,False,True,"v5_3_model_guided_anchor_pair=17-31;anchor_scores=0.079,0.079;linker_length=3;target_ring=18;linker_prob=0.496;chemotype=thioether",-10.7,0.3462,5.254,548.663,4.5367,68.1,1,7,0,1,True,0.60679,0.527333,1.0,1_lipinski_violations,0.5,,,,Fc1cc2cc(F)c1CN1CCOCC1CSCC1CNCCC1n1cc(cn1)-c1cnc3cccc-2c3n1,-10.7,scaffold_d43a2b88,0.8372093023255812,1.0,0.718481,15,backup_candidate,15,backup_candidate
CAND_c5284988bc,v5_3_model_guided_macrocycle,JAK2_2dc2722230,Fc1cc2cc(F)c1CN1CCOC(CSCC3(CCNCC3)n3cc(cn3)-c3cnc4cccc-2c4n3)C1,UMDQZSGINFDZSR-UHFFFAOYSA-N,True,True,True,548.663,4.4648,68.1,1,7,0,0.348,5.004,c1cc2c3nc(cnc3c1)-c1cnn(c1)C1(CCNCC1)CSCC1CN(CCO1)Cc1ccc-2cc1,19,True,False,True,"v5_3_model_guided_anchor_pair=16-32;anchor_scores=0.691,0.079;linker_length=3;target_ring=18;linker_prob=0.496;chemotype=thioether",-10.6,0.348,5.004,548.663,4.4648,68.1,1,7,0,1,True,0.6076,0.555111,1.0,1_lipinski_violations,0.5,,,,Fc1cc2cc(F)c1CN1CCOC(CSCC3(CCNCC3)n3cc(cn3)-c3cnc4cccc-2c4n3)C1,-10.6,scaffold_f85baecc,0.8139534883720929,1.0,0.71467,16,backup_candidate,16,backup_candidate
CAND_3b164e0480,v5_3_model_guided_macrocycle,JAK2_2dc2722230,Fc1cc2cc(F)c1CN1CCOCC1CNCC1(CCNCC1)n1cc(cn1)-c1cnc3cccc-2c3n1,BFRBRWWDNZLFGY-UHFFFAOYSA-N,True,True,True,531.611,3.3212,80.13,2,7,0,0.3605,4.659,c1cc2c3nc(cnc3c1)-c1cnn(c1)C1(CCNCC1)CNCC1COCCN1Cc1ccc-2cc1,18,True,False,True,"v5_3_model_guided_anchor_pair=16-31;anchor_scores=0.691,0.079;linker_length=3;target_ring=17;linker_prob=0.539;chemotype=aza",-10.5,0.3605,4.659,531.611,3.3212,80.13,2,7,0,1,True,0.613225,0.593444,1.0,1_lipinski_violations,0.5,,,,Fc1cc2cc(F)c1CN1CCOCC1CNCC1(CCNCC1)n1cc(cn1)-c1cnc3cccc-2c3n1,-10.5,scaffold_7ba39c3f,0.7906976744186046,1.0,0.713406,17,backup_candidate,17,backup_candidate
CAND_d26b3db662,v5_3_model_guided_macrocycle,JAK2_2dc2722230,Fc1cc2cc(F)c1CN1CCOC(COCC3(CCNCC3)n3cc(cn3)-c3cnc4cccc-2c4n3)C1,FWHUWWMHDRQXRG-UHFFFAOYSA-N,True,True,True,532.595,3.7482,77.33,1,7,0,0.3698,4.914,c1cc2c3nc(cnc3c1)-c1cnn(c1)C1(CCNCC1)COCC1CN(CCO1)Cc1ccc-2cc1,19,True,False,True,"v5_3_model_guided_anchor_pair=16-32;anchor_scores=0.691,0.079;linker_length=3;target_ring=18;linker_prob=0.496;chemotype=oxa",-10.5,0.3698,4.914,532.595,3.7482,77.33,1,7,0,1,True,0.61741,0.565111,1.0,1_lipinski_violations,0.5,,,,Fc1cc2cc(F)c1CN1CCOC(COCC3(CCNCC3)n3cc(cn3)-c3cnc4cccc-2c4n3)C1,-10.5,scaffold_f1307e33,0.7906976744186046,1.0,0.709993,18,backup_candidate,18,backup_candidate
CAND_454e8d3cd4,v5_3_model_guided_macrocycle,JAK2_4424830aa8,CN1CCN2c3ccc(cc3)-c3cnc4cccc(c4n3)-c3cc(F)c(c(F)c3)CN3CCOCC3CCCC2C1,QBAFJGWJFQFIOJ-UHFFFAOYSA-N,True,True,True,555.673,5.7471,44.73,0,6,0,0.2756,5.416,c1cc2c3nc(cnc3c1)-c1ccc(cc1)N1CCNCC1CCCC1COCCN1Cc1ccc-2cc1,20,True,False,True,"v5_3_model_guided_anchor_pair=3-24;anchor_scores=0.079,0.079;linker_length=3;target_ring=19;linker_prob=0.610;chemotype=oxa_aza",-10.9,0.2756,5.416,555.673,5.7471,44.73,0,6,0,2,True,0.47602,0.509333,1.0,2_lipinski_violations,0.5,,,,CN1CCN2c3ccc(cc3)-c3cnc4cccc(c4n3)-c3cc(F)c(c(F)c3)CN3CCOCC3CCCC2C1,-10.9,scaffold_babf372f,0.8837209302325582,1.0,0.705906,19,backup_candidate,19,backup_candidate
CAND_5580e1eed5,v5_3_model_guided_macrocycle,JAK2_2dc2722230,Fc1cc2cc(F)c1CN1CCOCC1COCC1CNCCC1n1cc(cn1)-c1cnc3cccc-2c3n1,UUPFRPQGCFAVPS-UHFFFAOYSA-N,True,True,True,532.595,3.8201,77.33,1,7,0,0.3691,5.164,c1cc2c3nc(cnc3c1)-c1cnn(c1)C1CCNCC1COCC1COCCN1Cc1ccc-2cc1,19,True,False,True,"v5_3_model_guided_anchor_pair=17-31;anchor_scores=0.079,0.079;linker_length=3;target_ring=18;linker_prob=0.496;chemotype=oxa",-10.5,0.3691,5.164,532.595,3.8201,77.33,1,7,0,1,True,0.617095,0.537333,1.0,1_lipinski_violations,0.5,,,,Fc1cc2cc(F)c1CN1CCOCC1COCC1CNCCC1n1cc(cn1)-c1cnc3cccc-2c3n1,-10.5,scaffold_5d2a07f4,0.7906976744186046,1.0,0.705763,20,backup_candidate,20,backup_candidate
CAND_6f5c819abf,v5_3_model_guided_macrocycle,JAK2_69b6c7ad6e,N#C[C@@H]1CC2CCCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,SZNOMDJPNRVXHW-PLXAZLAVSA-N,True,True,True,418.501,2.4225,114.77,2,5,1,0.7381,4.656,O=C1N[C@H](C2CC2)C(=O)N2CCCC2CCCC2(CC2)c2cnc3[nH]cc1c3n2,14,True,False,True,"v5_3_model_guided_anchor_pair=19-4;anchor_scores=0.691,0.079;linker_length=3;target_ring=13;linker_prob=0.234;chemotype=alkyl",-9.1,0.7381,4.656,418.501,2.4225,114.77,2,5,1,0,True,0.882145,0.593778,1.0,no_major_descriptor_risk,0.5,,,,N#C[C@@H]1CC2CCCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,-9.1,scaffold_802ce68f,0.4651162790697674,1.0,0.653286,21,backup_candidate,21,backup_candidate
CAND_bb18276fcc,v5_3_model_guided_macrocycle,JAK2_69b6c7ad6e,N#C[C@@H]1CC2CSCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,LPLMSPHZWKDSFN-WAPNNBGYSA-N,True,True,True,436.541,1.9854,114.77,2,6,1,0.7065,4.756,O=C1N[C@H](C2CC2)C(=O)N2CCCC2CSCC2(CC2)c2cnc3[nH]cc1c3n2,14,True,False,True,"v5_3_model_guided_anchor_pair=19-4;anchor_scores=0.691,0.079;linker_length=3;target_ring=13;linker_prob=0.234;chemotype=thioether",-9.1,0.7065,4.756,436.541,1.9854,114.77,2,6,1,0,True,0.867925,0.582667,1.0,no_major_descriptor_risk,0.5,,,,N#C[C@@H]1CC2CSCC3(CC3)c3cnc4[nH]cc(c4n3)C(=O)N[C@H](C3CC3)C(=O)N2C1,-9.1,scaffold_55484d7a,0.4651162790697674,1.0,0.648776,22,backup_candidate,22,backup_candidate
CAND_ff4ec3842f,v5_3_model_guided_macrocycle,JAK2_1a53985c87,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCCC3(C#N)CN(C3)C1=O)CC2,UKHZSAMVHXXKRG-KRWDZBQOSA-N,True,True,True,420.517,2.6701,114.77,2,5,0,0.6799,4.042,O=C1NCC(=O)N2CC(CCCC3(CC3)c3cnc4[nH]cc1c4n3)C2,15,True,False,True,"v5_3_model_guided_anchor_pair=15-24;anchor_scores=0.691,0.691;linker_length=3;target_ring=14;linker_prob=0.291;chemotype=oxa_aza",-8.9,0.6799,4.042,420.517,2.6701,114.77,2,5,0,0,True,0.855955,0.662,1.0,no_major_descriptor_risk,0.5,,,,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CCCC3(C#N)CN(C3)C1=O)CC2,-8.9,scaffold_e3eeb495,0.4186046511627908,1.0,0.642003,23,backup_candidate,23,backup_candidate
CAND_423486dce5,v5_3_model_guided_macrocycle,JAK2_c385760536,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCCCCC24CC4)CC3)C1,BMQOWSQTLFWOLA-IBGZPJMESA-N,True,True,True,432.528,2.8142,114.77,2,5,1,0.7191,4.233,O=C1N[C@@H](C(=O)N2CCC2)C2(CCCCCC3(CC3)c3cnc4[nH]cc1c4n3)CC2,14,True,False,True,"v5_3_model_guided_anchor_pair=18-23;anchor_scores=0.691,0.691;linker_length=5;target_ring=13;linker_prob=0.225;chemotype=alkyl",-8.8,0.7191,4.233,432.528,2.8142,114.77,2,5,1,0,True,0.873595,0.640778,1.0,no_major_descriptor_risk,0.5,,,,N#CC1CN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCCCCC24CC4)CC3)C1,-8.8,scaffold_4094cfb3,0.39534883720930253,1.0,0.634208,24,backup_candidate,24,backup_candidate
CAND_a28891a72c,v5_3_model_guided_macrocycle,JAK2_1a53985c87,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)CNCC2C(C#N)CN2C1=O,ZBDUOXGCIIUPIH-AJUCZRQESA-N,True,True,True,421.505,1.0878,126.8,3,6,0,0.5844,4.547,O=C1NCC(=O)N2CCC2CNCC2(CC2)c2cnc3[nH]cc1c3n2,14,True,False,True,"v5_3_model_guided_anchor_pair=15-23;anchor_scores=0.691,0.079;linker_length=3;target_ring=13;linker_prob=0.353;chemotype=aza",-8.9,0.5844,4.547,421.505,1.0878,126.8,3,6,0,0,True,0.81298,0.605889,1.0,no_major_descriptor_risk,0.5,,,,CC(C)(C)[C@H]1NC(=O)c2c[nH]c3ncc(nc23)C2(CC2)CNCC2C(C#N)CN2C1=O,-8.9,scaffold_d2536141,0.4186046511627908,1.0,0.624991,25,backup_candidate,25,backup_candidate
CAND_44327fe5a9,v5_3_model_guided_macrocycle,JAK2_9dcdbe0544,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCCC4CC42)CC3)C1,XBZKYLTXKLNUSQ-BEFRKJEDSA-N,True,True,True,418.501,2.28,114.77,2,5,1,0.7373,4.906,O=C1N[C@@H](C(=O)N2CCCC2)C2CC2CCCC2(CC2)c2cnc3[nH]cc1c3n2,13,True,False,True,"v5_3_model_guided_anchor_pair=19-25;anchor_scores=0.691,0.079;linker_length=3;target_ring=12;linker_prob=0.278;chemotype=oxa_aza",-8.8,0.7373,4.906,418.501,2.28,114.77,2,5,1,0,True,0.881785,0.566,1.0,no_major_descriptor_risk,0.5,,,,N#C[C@H]1CCN(C(=O)[C@@H]2NC(=O)c3c[nH]c4ncc(nc34)C3(CCCC4CC42)CC3)C1,-8.8,scaffold_d4abe080,0.39534883720930253,1.0,0.624629,26,backup_candidate,26,backup_candidate
